id,district,categorical_count_2022,mosaic_cropland_2022,rainfed_cropland_2022,sparse_vegetation_2022,categorical_urban_2022,irrigated_cropland_2022,count_2022,categorical_count_2021,mosaic_cropland_2021,rainfed_cropland_2021,sparse_vegetation_2021,categorical_urban_2021,water_bodies_2021,forest_2021,irrigated_cropland_2021,count_2021,categorical_count_2020,mosaic_cropland_2020,rainfed_cropland_2020,sparse_vegetation_2020,categorical_urban_2020,irrigated_cropland_2020,count_2020,categorical_count_2019,mosaic_cropland_2019,rainfed_cropland_2019,sparse_vegetation_2019,categorical_urban_2019,irrigated_cropland_2019,count_2019,categorical_count_2018,mosaic_cropland_2018,rainfed_cropland_2018,sparse_vegetation_2018,categorical_urban_2018,irrigated_cropland_2018,count_2018,categorical_count_2017,mosaic_cropland_2017,rainfed_cropland_2017,sparse_vegetation_2017,categorical_urban_2017,irrigated_cropland_2017,count_2017,categorical_count_2016,mosaic_cropland_2016,rainfed_cropland_2016,sparse_vegetation_2016,categorical_urban_2016,irrigated_cropland_2016,count_2016,categorical_count_2015,mosaic_cropland_2015,rainfed_cropland_2015,sparse_vegetation_2015,categorical_urban_2015,irrigated_cropland_2015,count_2015,categorical_count_2014,mosaic_cropland_2014,rainfed_cropland_2014,sparse_vegetation_2014,categorical_urban_2014,irrigated_cropland_2014,count_2014,categorical_count_2013,mosaic_cropland_2013,rainfed_cropland_2013,sparse_vegetation_2013,categorical_urban_2013,irrigated_cropland_2013,count_2013,categorical_count_2012,mosaic_cropland_2012,rainfed_cropland_2012,sparse_vegetation_2012,categorical_urban_2012,irrigated_cropland_2012,count_2012,categorical_count_2011,mosaic_cropland_2011,rainfed_cropland_2011,sparse_vegetation_2011,categorical_urban_2011,irrigated_cropland_2011,count_2011,categorical_count_2010,mosaic_cropland_2010,rainfed_cropland_2010,sparse_vegetation_2010,categorical_urban_2010,irrigated_cropland_2010,count_2010
286,Lampung Barat,25598,12703,600,0,5,0,25661.74023,25598,12818,601,0,4,90,12085,0,25661.74023,25598,12844,600,0,4,0,25661.74023,25598,12891,599,0,4,0,25661.74023,25598,12866,596,0,4,0,25661.74023,25598,12845,596,0,4,0,25661.74023,25598,12822,596,0,4,0,25661.74023,25598,12811,598,0,4,0,25661.74023,25598,12812,599,0,2,0,25661.74023,25598,13161,599,0,2,0,25661.74023,25598,13161,599,0,2,0,25661.74023,25598,13147,599,0,2,0,25661.74023,25598,13133,599,0,2,0,25661.74023
287,Lampung Selatan,22927,8568,10829,2,291,23,23024.83008,22927,8570,10901,2,216,273,2942,23,23024.83008,22927,8536,10943,2,174,23,23024.82898,22927,8557,10952,2,164,23,23024.82898,22927,8580,10952,2,163,23,23024.82898,22927,8581,10952,2,163,23,23024.82898,22927,8571,10954,2,161,23,23024.82898,22927,8571,10954,2,161,23,23024.82898,22927,8572,10968,2,146,23,23024.82898,22927,8701,10984,2,106,23,23024.82898,22927,8708,11009,2,82,23,23024.82898,22927,8686,11017,2,74,23,23024.82898,22927,8689,11019,2,71,23,23024.82898
288,Lampung Tengah,48782,11089,34800,108,153,74,48889.17969,48782,11142,34858,108,95,387,2118,74,48889.17969,48782,11231,34912,108,41,74,48889.17987,48782,11235,34916,108,41,74,48889.17987,48782,11240,34918,108,41,74,48889.17987,48782,11242,34920,108,41,75,48889.17987,48782,11242,34919,108,41,75,48889.17987,48782,11258,34925,108,41,75,48889.17987,48782,11258,34930,108,36,75,48889.17987,48782,11304,34938,108,29,75,48889.17987,48782,11304,34940,108,27,75,48889.17987,48782,11304,34942,108,25,75,48889.17987,48782,11304,34943,108,24,75,48889.17987
289,Lampung Timur,41365,14343,19976,67,133,52,41464.83203,41365,14434,20027,67,98,219,6469,51,41464.83203,41365,14656,20083,67,82,51,41464.82977,41365,14641,20083,66,81,52,41464.82977,41365,14604,20081,62,81,52,41464.82977,41365,14596,20092,62,81,52,41464.82977,41365,14574,20097,62,81,52,41464.82977,41365,14524,20054,46,81,52,41464.82977,41365,14524,20061,46,74,52,41464.82977,41365,14501,20034,46,58,49,41464.82977,41365,14503,20046,46,44,52,41464.82977,41365,14505,20048,46,42,52,41464.82977,41365,14527,20034,46,38,53,41464.82977
290,Lampung Utara,26961,6887,17180,4,86,0,27027.19141,26961,6981,17220,4,59,117,2580,0,27027.19141,26961,6996,17240,4,40,0,27027.19141,26961,6996,17240,4,40,0,27027.19141,26961,6994,17241,4,40,0,27027.19141,26961,6994,17241,4,40,0,27027.19141,26961,6994,17241,4,40,0,27027.19141,26961,6985,17240,4,40,0,27027.19141,26961,6985,17248,4,32,0,27027.19141,26961,6992,17258,4,21,0,27027.19141,26961,6994,17258,4,19,0,27027.19141,26961,6994,17258,4,19,0,27027.19141,26961,6995,17258,4,18,0,27027.19141
291,Landak,86894,65965,2839,203,150,0,87015.66406,86894,66003,2834,203,150,0,17704,0,87015.66406,86894,66011,2813,203,149,0,87015.6709,86894,66001,2798,203,149,0,87015.6709,86894,65982,2775,203,149,0,87015.6709,86894,66017,2750,203,148,0,87015.6709,86894,65831,2734,114,144,0,87015.6709,86894,65124,2592,22,132,0,87015.6709,86894,65124,2594,22,130,0,87015.6709,86894,64466,2504,22,128,0,87015.6709,86894,64181,2429,22,128,0,87015.6709,86894,63735,2214,22,128,0,87015.6709,86894,63303,2122,22,128,0,87015.6709
292,Langkat,65838,22206,4566,8,188,186,65945.72656,65838,22722,4593,8,172,505,37653,185,65945.72656,65838,23198,4590,8,170,182,65945.72949,65838,23187,4573,8,170,182,65945.72949,65838,23246,4563,8,170,182,65945.72949,65838,23222,4541,8,170,182,65945.72949,65838,23242,4539,8,170,182,65945.72949,65838,23429,4539,8,170,182,65945.72949,65838,23431,4559,8,146,182,65945.72949,65838,24595,4544,8,121,173,65945.72949,65838,24716,4560,8,105,174,65945.72949,65838,25253,4569,8,95,174,65945.72949,65838,25672,4574,8,87,172,65945.72949
293,Lanny Jaya,38887,3023,90,422,8,24,38965.8125,38887,3015,90,422,8,3,33096,24,38965.8125,38887,2996,90,422,8,24,38965.81055,38887,2996,90,422,8,24,38965.81055,38887,2955,87,424,8,22,38965.81055,38887,2955,87,424,8,22,38965.81055,38887,2957,87,424,8,22,38965.81055,38887,2958,87,424,8,22,38965.81055,38887,2958,87,424,8,22,38965.81055,38887,2959,87,429,8,22,38965.81055,38887,2964,87,429,8,22,38965.81055,38887,2966,87,429,8,22,38965.81055,38887,2951,87,431,8,22,38965.81055
294,Lebak,35042,17794,2796,7,678,41,35132.83984,35042,17902,2812,7,658,78,13544,41,35132.83984,35042,17960,2822,7,648,41,35132.83667,35042,17905,2824,7,634,50,35132.83667,35042,17763,2825,9,629,50,35132.83667,35042,17736,2829,9,627,50,35132.83667,35042,17751,2834,9,623,50,35132.83667,35042,17884,2845,9,622,50,35132.83667,35042,17884,2849,9,618,50,35132.83667,35042,18110,2855,9,609,50,35132.83667,35042,18104,2862,9,594,52,35132.83667,35042,18028,2864,9,589,52,35132.83667,35042,17999,2867,9,581,52,35132.83667
295,Lebong,17559,4041,236,2,25,0,17618.88086,17559,4179,238,2,23,136,12981,0,17618.88086,17559,4127,238,2,22,0,17618.88086,17559,4127,238,2,22,0,17618.88086,17559,4114,237,2,22,0,17618.88086,17559,4046,234,2,22,0,17618.88086,17559,3965,237,2,19,0,17618.88086,17559,3905,237,2,19,0,17618.88086,17559,3905,239,2,17,0,17618.88086,17559,3937,236,2,13,0,17618.88086,17559,3914,237,2,12,0,17618.88086,17559,3914,239,2,10,0,17618.88086,17559,3882,239,2,10,0,17618.88086
296,Lembata,13394,5506,1394,1994,14,26,13470.56055,13394,5710,1394,1994,12,515,3742,27,13470.56055,13394,5763,1393,1995,12,27,13470.56055,13394,5764,1393,1995,12,27,13470.56055,13394,5753,1393,1995,12,27,13470.56055,13394,5749,1393,1995,12,27,13470.56055,13394,5749,1393,1995,12,27,13470.56055,13394,5741,1369,2014,12,27,13470.56055,13394,5741,1369,2014,12,27,13470.56055,13394,5763,1362,2013,12,27,13470.56055,13394,5763,1361,2013,12,27,13470.56055,13394,5753,1359,2013,12,27,13470.56055,13394,5744,1358,2013,12,27,13470.56055
297,Lima Puluh Kota,35029,10727,2211,7,107,0,35080.19922,35029,10717,2217,7,105,104,21879,0,35080.19922,35029,10710,2223,7,103,0,35080.19971,35029,10786,2227,7,103,0,35080.19971,35029,10903,2240,7,103,0,35080.19971,35029,10777,2232,7,103,0,35080.19971,35029,10299,2172,7,103,0,35080.19971,35029,10089,2157,7,103,0,35080.19971,35029,10089,2167,7,90,0,35080.19971,35029,10199,2171,7,74,0,35080.19971,35029,10202,2181,7,64,0,35080.19971,35029,10172,2192,7,50,0,35080.19971,35029,10178,2194,7,42,0,35080.19971
298,Lingga,23217,2883,1015,2,6,33,23635.57219,23217,2893,1012,2,4,1167,18106,33,23635.57219,23217,2893,1008,2,4,33,23635.56966,23217,2827,989,2,4,32,23635.56966,23217,2802,972,2,4,32,23635.56966,23217,2658,896,2,4,27,23635.56966,23217,2655,881,2,4,27,23635.56966,23217,2643,868,2,4,27,23635.56966,23217,2643,868,2,4,27,23635.56966,23217,2530,760,2,4,16,23635.56966,23217,2503,725,2,4,15,23635.56966,23217,2415,611,2,4,7,23635.56966,23217,2379,585,2,4,6,23635.56966
299,Lombok Barat,9840,1319,4268,84,42,20,9917.040039,9840,1328,4283,84,25,202,3898,20,9917.040039,9840,1330,4285,84,23,20,9917.040039,9840,1313,4283,84,23,20,9917.040039,9840,1302,4278,84,23,20,9917.040039,9840,1305,4289,84,23,20,9917.040039,9840,1308,4295,84,23,20,9917.040039,9840,1309,4303,84,23,20,9917.040039,9840,1309,4303,84,23,20,9917.040039,9840,1332,4331,84,18,21,9917.040039,9840,1332,4338,84,11,21,9917.040039,9840,1330,4338,84,11,21,9917.040039,9840,1330,4336,84,11,21,9917.040039
300,Lombok Tengah,12412,2947,5841,115,1757,13,12475.50098,12412,2947,5848,118,1750,148,1581,13,12475.50098,12412,2947,5850,118,1748,13,12475.50098,12412,2948,5853,118,1731,19,12475.50098,12412,2948,5853,118,1731,19,12475.50098,12412,2949,5853,118,1731,19,12475.50098,12412,2954,5858,118,1725,20,12475.50098,12412,2959,5873,118,1725,20,12475.50098,12412,2959,5892,118,1706,20,12475.50098,12412,2959,5915,118,1683,20,12475.50098,12412,2960,5931,118,1665,21,12475.50098,12412,2960,5933,118,1662,20,12475.50098,12412,2960,5938,118,1661,18,12475.50098
301,Lombok Timur,17098,3484,5197,1087,1220,10,17180.39063,17098,3489,5276,1090,1147,234,5823,10,17180.39063,17098,3536,5302,1091,1124,10,17180.39063,17098,3521,5323,1093,1097,11,17180.39063,17098,3511,5298,1093,1096,11,17180.39063,17098,3492,5284,1093,1096,11,17180.39063,17098,3503,5286,1093,1095,11,17180.39063,17098,3522,5328,1094,1092,10,17180.39063,17098,3525,5390,1137,979,11,17180.39063,17098,3614,5546,1172,831,12,17180.39063,17098,3617,5590,1198,753,13,17180.39063,17098,3618,5627,1218,691,14,17180.39063,17098,3614,5654,1238,634,15,17180.39063
302,Lombok Utara,8638,891,1661,480,268,0,8674.280273,8638,891,1660,480,268,160,5122,0,8674.280273,8638,888,1662,481,266,0,8674.280273,8638,878,1618,481,265,0,8674.280273,8638,866,1616,481,265,0,8674.280273,8638,865,1611,481,265,0,8674.280273,8638,861,1611,481,265,0,8674.280273,8638,863,1652,481,265,0,8674.280273,8638,863,1659,488,251,0,8674.280273,8638,894,1708,501,225,0,8674.280273,8638,902,1736,509,197,0,8674.280273,8638,903,1747,517,177,0,8674.280273,8638,903,1765,520,156,0,8674.280273
303,Lumajang,19249,6857,2758,73,126,61,19294.43164,19249,6831,2742,73,123,58,9314,61,19294.43164,19249,6750,2689,73,122,61,19294.43164,19249,6718,2654,73,121,58,19294.43164,19249,6651,2628,70,121,48,19294.43164,19249,6647,2635,70,121,43,19294.43164,19249,6648,2635,70,120,43,19294.43164,19249,6731,2647,70,120,43,19294.43164,19249,6735,2649,70,114,43,19294.43164,19249,6788,2654,70,96,43,19294.43164,19249,6792,2654,70,88,42,19294.43164,19249,6788,2653,71,84,41,19294.43164,19249,6797,2653,71,82,41,19294.43164
304,Luwu,30560,14718,4375,7,135,65,30647.7207,30560,14715,4382,7,125,989,10242,65,30647.7207,30560,14765,4385,7,122,65,30647.7207,30560,14791,4382,7,122,65,30647.7207,30560,15094,4369,7,122,65,30647.7207,30560,15053,4347,7,122,65,30647.7207,30560,15035,4318,7,122,65,30647.7207,30560,15074,4290,7,121,63,30647.7207,30560,15074,4293,7,118,63,30647.7207,30560,15436,4295,7,110,66,30647.7207,30560,15465,4296,7,110,66,30647.7207,30560,15487,4239,7,110,66,30647.7207,30560,15470,4238,7,110,66,30647.7207
305,Luwu Timur,70700,11038,3675,1026,263,61,70827.60938,70700,11063,3676,1026,256,9371,45245,61,70827.60938,70700,11069,3689,1024,237,61,70827.60736,70700,11013,3664,1032,214,64,70827.60736,70700,10876,3575,1030,204,64,70827.60736,70700,10840,3569,1038,173,61,70827.60736,70700,10809,3543,1049,148,62,70827.60736,70700,10505,3274,373,148,63,70827.60736,70700,10506,3275,375,144,63,70827.60736,70700,10462,2962,300,141,63,70827.60736,70700,10438,2915,291,138,63,70827.60736,70700,10352,2852,273,135,63,70827.60736,70700,10179,2787,265,134,63,70827.60736
306,Luwu Utara,79761,14608,2732,374,49,45,79853.48438,79761,14669,2741,374,39,736,61157,45,79853.48438,79761,14700,2746,374,35,45,79853.48145,79761,14629,2732,374,35,43,79853.48145,79761,14467,2725,374,35,43,79853.48145,79761,14431,2689,374,35,40,79853.48145,79761,14376,2678,374,35,40,79853.48145,79761,14510,2697,374,35,40,79853.48145,79761,14510,2711,374,15,40,79853.48145,79761,14733,2712,374,10,40,79853.48145,79761,14785,2714,374,9,40,79853.48145,79761,14791,2714,374,9,40,79853.48145,79761,14793,2700,374,9,39,79853.48145
307,Madiun,11871,2123,7053,1091,116,0,11917.84961,11871,2125,7085,1092,115,39,1415,0,11917.84961,11871,2125,7091,1092,115,0,11917.84961,11871,2125,7092,1092,114,0,11917.84961,11871,2140,7093,1092,114,0,11917.84961,11871,2140,7093,1092,114,0,11917.84961,11871,2149,7093,1092,114,0,11917.84961,11871,2149,7093,1092,114,0,11917.84961,11871,2149,7098,1094,107,0,11917.84961,11871,2172,7099,1097,103,0,11917.84961,11871,2173,7105,1099,94,0,11917.84961,11871,2173,7110,1099,89,0,11917.84961,11871,2174,7114,1100,83,0,11917.84961
308,Magelang,12018,4180,2572,94,197,10,12054.70996,12018,4183,2572,94,193,0,4952,10,12054.70996,12018,4191,2573,94,192,10,12054.70996,12018,4192,2576,97,177,10,12054.70996,12018,4193,2576,97,177,10,12054.70996,12018,4206,2585,97,177,10,12054.70996,12018,4207,2586,97,177,10,12054.70996,12018,4236,2592,97,177,10,12054.70996,12018,4242,2594,99,167,10,12054.70996,12018,4378,2622,103,140,10,12054.70996,12018,4371,2629,105,127,10,12054.70996,12018,4369,2631,106,119,10,12054.70996,12018,4354,2625,106,112,10,12054.70996
309,Magetan,7453,1585,4522,590,99,0,7487.489746,7453,1585,4524,590,97,2,655,0,7487.489746,7453,1590,4524,590,97,0,7487.489746,7453,1591,4524,590,96,0,7487.489746,7453,1589,4524,590,96,0,7487.489746,7453,1589,4524,590,96,0,7487.489746,7453,1589,4524,590,96,0,7487.489746,7453,1595,4525,590,96,0,7487.489746,7453,1595,4527,591,93,0,7487.489746,7453,1684,4539,591,87,0,7487.489746,7453,1685,4539,591,87,0,7487.489746,7453,1685,4543,591,82,0,7487.489746,7453,1685,4545,591,80,0,7487.489746
310,Mahakam Hulu,190795,8134,634,0,14,0,191006.8867,190795,8044,432,0,14,338,181967,0,191006.8867,190795,7936,416,0,14,0,191006.9021,190795,7692,404,0,14,0,191006.9021,190795,7701,403,0,14,0,191006.9021,190795,7388,396,0,14,0,191006.9021,190795,7547,396,0,14,0,191006.9021,190795,7917,306,0,14,0,191006.9021,190795,7917,306,0,13,0,191006.9021,190795,7529,177,0,13,0,191006.9021,190795,7296,138,0,11,0,191006.9021,190795,6832,123,0,11,0,191006.9021,190795,6767,112,0,11,0,191006.9021
311,Majalengka,14220,3165,5702,178,2493,92,14269.7998,14220,3284,5750,179,2443,10,2462,92,14269.7998,14220,3331,5781,181,2405,92,14269.7998,14220,3334,5798,181,2388,92,14269.7998,14220,3350,5802,181,2388,92,14269.7998,14220,3382,5803,181,2388,92,14269.7998,14220,3394,5806,181,2386,92,14269.7998,14220,3422,5817,181,2377,92,14269.7998,14220,3424,5845,183,2345,92,14269.7998,14220,3428,6035,186,2136,92,14269.7998,14220,3431,6082,190,2077,92,14269.7998,14220,3432,6103,192,2052,92,14269.7998,14220,3433,6104,194,2038,92,14269.7998
312,Majene,9391,1753,858,64,43,0,9447.220703,9391,1719,858,64,40,80,6630,0,9447.220703,9391,1710,860,64,38,0,9447.220703,9391,1674,860,64,37,0,9447.220703,9391,1646,860,64,37,0,9447.220703,9391,1580,860,64,37,0,9447.220703,9391,1547,860,64,37,0,9447.220703,9391,1495,860,64,37,0,9447.220703,9391,1495,862,64,35,0,9447.220703,9391,1498,862,64,34,0,9447.220703,9391,1498,862,64,34,0,9447.220703,9391,1498,862,64,34,0,9447.220703,9391,1504,862,64,34,0,9447.220703
313,Malaka,11928,4462,6325,0,318,14,11961.79004,11928,4461,6330,0,313,65,746,13,11961.79004,11928,4461,6333,0,310,13,11961.79004,11928,4466,6337,0,301,13,11961.79004,11928,4468,6349,0,285,13,11961.79004,11928,4468,6349,0,285,13,11961.79004,11928,4470,6351,0,280,13,11961.79004,11928,4472,6364,0,265,13,11961.79004,11928,4472,6364,0,265,13,11961.79004,11928,4460,6359,0,265,13,11961.79004,11928,4460,6359,0,265,13,11961.79004,11928,4460,6356,0,265,13,11961.79004,11928,4460,6356,0,265,13,11961.79004
314,Malang,36765,9589,4518,184,644,7,36875.44922,36765,9746,4538,196,590,325,21350,7,36875.44922,36765,9740,4531,199,581,7,36875.45207,36765,9752,4544,202,543,6,36875.45207,36765,9774,4528,205,539,6,36875.45207,36765,9781,4525,205,539,5,36875.45207,36765,9781,4525,205,539,5,36875.45207,36765,9823,4587,205,539,5,36875.45207,36765,9840,4605,210,498,5,36875.45207,36765,9971,4619,219,452,4,36875.45207,36765,9977,4633,223,421,4,36875.45207,36765,9971,4649,228,389,4,36875.45207,36765,9980,4656,231,368,4,36875.45207
315,Malinau,420671,5993,645,0,44,8,420933.5566,420671,5889,609,0,36,163,413966,8,420933.5566,420671,5853,596,0,36,8,420933.5897,420671,5518,554,0,36,8,420933.5897,420671,5262,523,0,36,8,420933.5897,420671,5039,461,0,36,8,420933.5897,420671,4973,443,0,36,8,420933.5897,420671,4951,424,0,36,1,420933.5897,420671,4952,424,0,35,1,420933.5897,420671,4884,426,0,35,0,420933.5897,420671,4993,428,0,35,0,420933.5897,420671,4954,426,0,35,0,420933.5897,420671,5069,427,0,35,0,420933.5897
316,Maluku Barat Daya,48872,9580,4815,1604,5,5,49145.09834,48872,9566,4814,1604,5,823,32055,5,49145.09834,48872,9527,4814,1604,5,5,49145.08985,48872,9512,4814,1604,5,5,49145.08985,48872,9195,4811,1604,5,5,49145.08985,48872,9100,4811,1604,5,5,49145.08985,48872,9053,4811,1604,5,5,49145.08985,48872,9085,4811,1611,5,5,49145.08985,48872,9085,4811,1611,5,5,49145.08985,48872,8733,4792,1605,5,5,49145.08985,48872,8752,4792,1605,5,5,49145.08985,48872,8725,4791,1606,5,5,49145.08985,48872,8545,4790,1605,5,5,49145.08985
317,Maluku Tengah,85531,11930,1621,37,148,7,85762.16925,85531,11844,1604,37,133,528,71369,7,85762.16925,85531,11746,1589,37,122,7,85762.17164,85531,11717,1589,37,110,10,85762.17164,85531,11482,1550,37,109,10,85762.17164,85531,11423,1503,37,109,10,85762.17164,85531,11344,1496,37,109,10,85762.17164,85531,10790,1481,37,106,10,85762.17164,85531,10792,1483,37,101,10,85762.17164,85531,10524,1501,36,89,11,85762.17164,85531,10530,1504,36,81,12,85762.17164,85531,10437,1492,36,80,13,85762.17164,85531,9846,1450,36,80,13,85762.17164
318,Maluku Tenggara,10709,2473,371,25,22,0,10840.86133,10709,2511,371,25,22,422,7358,0,10840.86133,10709,2505,372,25,21,0,10840.85974,10709,2498,372,25,20,0,10840.85974,10709,2491,372,25,20,0,10840.85974,10709,2447,372,25,20,0,10840.85974,10709,2444,372,25,20,0,10840.85974,10709,2425,369,25,20,0,10840.85974,10709,2426,371,25,17,0,10840.85974,10709,2235,343,25,11,0,10840.85974,10709,2256,343,25,10,0,10840.85974,10709,2253,343,25,10,0,10840.85974,10709,2253,343,25,10,0,10840.85974
319,Maluku Tenggara Barat,47099,6665,1751,357,16,2,47399.54761,47099,6673,1751,357,16,617,37683,2,47399.54761,47099,6520,1751,357,16,2,47399.54897,47099,6472,1746,357,16,2,47399.54897,47099,6372,1742,357,16,2,47399.54897,47099,6316,1739,357,16,2,47399.54897,47099,6304,1735,357,16,2,47399.54897,47099,6224,1735,357,16,2,47399.54897,47099,6224,1737,357,13,2,47399.54897,47099,5632,1678,355,13,0,47399.54897,47099,5623,1678,355,13,0,47399.54897,47099,5617,1678,355,13,0,47399.54897,47099,5595,1678,355,13,0,47399.54897
320,Mamasa,31309,6152,663,50,27,2,31375.34766,31309,6084,666,50,25,0,24482,2,31375.34766,31309,6144,666,50,25,2,31375.34971,31309,6119,667,50,23,3,31375.34971,31309,6023,667,50,23,3,31375.34971,31309,5912,664,50,23,3,31375.34971,31309,5852,664,50,23,3,31375.34971,31309,5816,664,50,23,3,31375.34971,31309,5816,664,50,23,3,31375.34971,31309,5962,668,50,23,3,31375.34971,31309,6028,661,50,23,3,31375.34971,31309,6107,661,50,23,3,31375.34971,31309,6209,662,50,23,3,31375.34971
321,Mamberamo Raya,304626,7272,588,0,68,0,304850.1172,304626,6983,563,0,68,8683,288329,0,304850.1172,304626,6711,546,0,68,0,304850.1076,304626,6478,535,0,68,0,304850.1076,304626,6374,526,0,68,0,304850.1076,304626,6306,521,0,68,0,304850.1076,304626,6306,521,0,68,0,304850.1076,304626,6310,521,0,68,0,304850.1076,304626,6310,521,0,68,0,304850.1076,304626,6294,521,0,68,0,304850.1076,304626,6294,521,0,68,0,304850.1076,304626,6294,521,0,68,0,304850.1076,304626,6294,521,0,68,0,304850.1076
322,Mamberamo Tengah,32574,2064,30,2,10,0,32630.81055,32574,1984,26,2,10,495,30057,0,32630.81055,32574,1869,26,2,10,0,32630.81104,32574,1851,26,2,10,0,32630.81104,32574,1796,25,2,10,0,32630.81104,32574,1768,25,2,10,0,32630.81104,32574,1768,25,2,10,0,32630.81104,32574,1783,25,2,10,0,32630.81104,32574,1783,25,2,10,0,32630.81104,32574,1639,25,2,10,0,32630.81104,32574,1633,24,2,10,0,32630.81104,32574,1625,23,2,10,0,32630.81104,32574,1607,23,2,10,0,32630.81104
323,Mamuju,50534,8337,1309,56,50,0,50641.905,50534,8272,1314,56,40,538,40314,0,50641.905,50534,8178,1312,55,24,0,50641.90695,50534,8190,1306,55,23,0,50641.90695,50534,8178,1304,55,23,0,50641.90695,50534,8148,1302,55,23,0,50641.90695,50534,8082,1298,55,23,0,50641.90695,50534,8089,1305,55,23,0,50641.90695,50534,8089,1307,55,21,0,50641.90695,50534,7993,1297,55,21,0,50641.90695,50534,7853,1296,55,20,1,50641.90695,50534,7770,1289,55,20,1,50641.90695,50534,7709,1279,55,20,1,50641.90695
324,Mamuju Tengah,30297,8267,1285,18,6,0,30369.29883,30297,8255,1287,18,4,104,20629,0,30369.29883,30297,8168,1276,17,4,0,30369.29785,30297,8188,1276,17,4,0,30369.29785,30297,8177,1277,19,4,0,30369.29785,30297,8094,1274,19,4,0,30369.29785,30297,8074,1272,19,4,0,30369.29785,30297,7988,1274,19,4,0,30369.29785,30297,7988,1274,19,4,0,30369.29785,30297,7648,1251,17,4,0,30369.29785,30297,7530,1249,17,4,0,30369.29785,30297,7314,1249,17,4,0,30369.29785,30297,7145,1240,17,4,0,30369.29785
325,Mamuju Utara,31108,7446,118,0,31,0,31177.94141,31108,7512,118,0,23,230,23225,0,31177.94141,31108,7524,115,0,22,0,31177.94043,31108,7468,98,0,22,0,31177.94043,31108,7533,93,0,22,0,31177.94043,31108,7568,93,0,22,0,31177.94043,31108,7636,94,0,22,0,31177.94043,31108,7554,92,0,22,0,31177.94043,31108,7554,92,0,22,0,31177.94043,31108,7906,98,0,18,0,31177.94043,31108,7991,98,0,15,0,31177.94043,31108,7851,98,0,14,0,31177.94043,31108,7806,98,0,14,0,31177.94043
326,Mandailing Natal,68832,16641,6193,64,47,0,68947.28125,68832,16416,6063,64,42,156,46091,0,68947.28125,68832,16044,5998,64,39,0,68947.27734,68832,15948,5980,62,39,0,68947.27734,68832,15671,5851,61,39,0,68947.27734,68832,15538,5729,61,39,0,68947.27734,68832,15467,5726,60,39,0,68947.27734,68832,15225,5637,13,39,0,68947.27734,68832,15226,5639,13,36,0,68947.27734,68832,14943,5470,6,33,0,68947.27734,68832,14541,5236,4,29,0,68947.27734,68832,13969,4957,4,28,0,68947.27734,68832,13096,4662,3,27,0,68947.27734
327,Manggarai,14281,7228,1411,70,56,5,14337.48047,14281,7122,1421,70,46,53,5564,5,14337.48047,14281,6704,1410,70,38,5,14337.48047,14281,6689,1402,70,37,5,14337.48047,14281,6639,1377,70,37,5,14337.48047,14281,6675,1377,70,37,5,14337.48047,14281,6678,1377,70,37,5,14337.48047,14281,6712,1393,70,37,5,14337.48047,14281,6712,1393,70,37,5,14337.48047,14281,6717,1389,70,37,5,14337.48047,14281,6717,1389,70,37,5,14337.48047,14281,6712,1388,70,37,5,14337.48047,14281,6728,1390,71,37,5,14337.48047
328,Manggarai Barat,33400,8783,6285,2415,445,29,33624.5625,33400,8741,6300,2418,441,667,14804,29,33624.5625,33400,8634,6346,2421,434,29,33624.55762,33400,8652,6336,2421,434,29,33624.55762,33400,8577,6312,2422,434,29,33624.55762,33400,8559,6287,2422,434,29,33624.55762,33400,8554,6282,2422,434,29,33624.55762,33400,8573,6285,2421,434,29,33624.55762,33400,8573,6285,2421,434,29,33624.55762,33400,8720,6263,2421,434,29,33624.55762,33400,8737,6263,2421,434,29,33624.55762,33400,8715,6261,2420,434,29,33624.55762,33400,8724,6260,2420,434,29,33624.55762
329,Manggarai Timur,25558,11857,2582,331,42,10,25620.61914,25558,11812,2556,331,42,82,10725,10,25620.61914,25558,11517,2546,331,42,10,25620.61914,25558,11518,2546,331,42,10,25620.61914,25558,11571,2536,331,42,10,25620.61914,25558,11617,2534,331,42,10,25620.61914,25558,11665,2529,331,42,10,25620.61914,25558,11925,2531,331,42,10,25620.61914,25558,11925,2531,331,42,10,25620.61914,25558,12044,2536,331,42,10,25620.61914,25558,12044,2536,331,42,10,25620.61914,25558,12031,2536,331,42,10,25620.61914,25558,12037,2536,331,42,10,25620.61914
330,Manokwari,20589,2951,198,0,83,4,20670.53125,20589,2944,202,0,67,359,17013,4,20670.53125,20589,2901,205,0,51,4,20670.53101,20589,2884,197,0,49,4,20670.53101,20589,2819,190,0,49,4,20670.53101,20589,2811,188,0,49,4,20670.53101,20589,2766,186,0,49,4,20670.53101,20589,2599,179,0,49,4,20670.53101,20589,2600,182,0,43,4,20670.53101,20589,2367,170,0,37,3,20670.53101,20589,2309,170,0,34,3,20670.53101,20589,2267,169,0,34,3,20670.53101,20589,2186,154,0,34,2,20670.53101
